name,picUrl,urlA,urlB,urlC
蛋堡,http://pic.xiami.net/images/artistlogo/47/13871146976747.jpg,http://pic.xiami.net/images/artistpic/2/62402/1257556729_BAox.jpg,http://pic.xiami.net/images/artistpic/2/62402/1257556741_qqDp.jpg,http://pic.xiami.net/images/artistpic/2/62402/1257556753_FLgt.jpg
MC HotDog,http://pic.xiami.net/images/artistlogo/67/14213916076167.jpg,http://pic.xiami.net/images/artistpic/24/724/1247315898_G9a0.jpg,http://pic.xiami.net/images/artistpic/24/724/1247316286_eCO3.jpg,http://pic.xiami.net/images/artistpic/24/724/1247316018_h8o9.jpg
黄崇�,http://pic.xiami.net/images/artistpic/69/369/1272969303_HgKE.jpg,http://pic.xiami.net/images/artistpic/69/369/1272969163_tgKN.jpg,http://pic.xiami.net/images/artistpic/69/369/1272969287_KJxx.jpg,http://pic.xiami.net/images/artist/11994408193700.jpg
国蛋,http://pic.xiami.net/images/artistlogo/26/14135345557826.jpg,http://pic.xiami.net/images/artistpic/26/78626/1289377173_6h9Y.jpg,http://pic.xiami.net/images/artistpic/26/78626/1289377141_D4pP.jpg,http://pic.xiami.net/images/artistpic/26/78626/1289377138_6EgE.jpg
E.SO,http://pic.xiami.net/images/artistlogo/10/14593229008710.jpg,http://pic.xiami.net/images/artistpic/35/86435/1384871915_L63v.jpg,http://pic.xiami.net/images/artistpic/35/86435/1461686313_ADdk.jpg,http://pic.xiami.net/images/artistpic/35/86435/1461686306_rVUv.jpg
兄弟本色,http://pic.xiami.net/images/artistlogo/65/14975781695665.jpg,http://pic.xiami.net/images/artistpic/82/2099990682/1481635071_wfPR.jpg,http://pic.xiami.net/images/artistpic/82/2099990682/1481635066_OTGo.jpg,http://pic.xiami.net/images/artistpic/82/2099990682/1481635016_NFTI.jpg
小人,http://pic.xiami.net/images/artistlogo/30/13871993496430.jpg,,,
Eminem,http://pic.xiami.net/images/artistlogo/53/13783782705253.jpg,http://pic.xiami.net/images/artistpic/68/11768/1245305596_t7xk.jpg,http://pic.xiami.net/images/artistpic/68/11768/1244809464_KEMY.jpg,http://pic.xiami.net/images/artistpic/68/11768/1244809469_2BDx.jpg
Flo Rida,http://pic.xiami.net/images/artistlogo/13/13907243681913.png,http://pic.xiami.net/images/artistpic/78/37478/1282029971_rVwR.jpg,http://pic.xiami.net/images/artistpic/78/37478/1282029955_wqia.jpg,http://pic.xiami.net/images/artistpic/78/37478/1283158153_cfcM.jpg
Fort Minor,http://pic.xiami.net/images/artistlogo/10/14647618688810.jpg,http://pic.xiami.net/images/artistpic/87/23887/1254653839_9wUB.jpg,http://pic.xiami.net/images/artistpic/87/23887/1254653829_BzyV.jpg,http://pic.xiami.net/images/artistpic/87/23887/1254653820_exHW.jpg
Dr. Dre,http://pic.xiami.net/images/artistlogo/82/14213910588382.jpg,http://pic.xiami.net/images/artistpic/66/11766/1272359378_6HFO.jpg,http://pic.xiami.net/images/artistpic/66/11766/1272359387_ZVwm.jpg,http://pic.xiami.net/images/artistpic/66/11766/1272359402_qb0c.jpg
2Pac,http://pic.xiami.net/images/artistlogo/5/14587513877605.jpg,http://pic.xiami.net/images/artistpic/48/3248/1272096815_IMP6.jpg,http://pic.xiami.net/images/artistpic/48/3248/1359164073_fd6d.jpg,http://pic.xiami.net/images/artistpic/48/3248/1362080929_GJa8.jpg
Will Smith,http://pic.xiami.net/images/artist/12289859962166.gif,http://pic.xiami.net/images/artistpic/2/15102/1263904125_zQhN.jpg,http://pic.xiami.net/images/artistpic/2/15102/1263904134_g4Cu.jpg,http://pic.xiami.net/images/artistpic/2/15102/1263904107_qtLV.jpg
Rihanna,http://pic.xiami.net/images/artistlogo/3/15042554332303.jpg,http://pic.xiami.net/images/artistpic/77/23877/1244738615_m53h.jpg,http://pic.xiami.net/images/artistpic/77/23877/1244738600_GnyN.jpg,http://pic.xiami.net/images/artistpic/77/23877/1244738538_w7FV.jpg
Kanye West,http://pic.xiami.net/images/artistlogo/73/13838187937973.jpg,http://pic.xiami.net/images/artistpic/35/24535/1251345275_PG97.jpg,http://pic.xiami.net/images/artistpic/35/24535/1251345294_KLNM.jpg,http://pic.xiami.net/images/artistpic/35/24535/1261645921_MvFA.jpg
Nujabes,http://pic.xiami.net/images/artistlogo/14/12716558282414.jpg,http://pic.xiami.net/images/artistpic/52/42452/1254031622_gfjG.jpg,http://pic.xiami.net/images/artistpic/52/42452/1265858600_BR0l.png,http://pic.xiami.net/images/artistpic/52/42452/1254031628_sJXP.jpg
Two Fingers,http://pic.xiami.net/images/artist/12355503244433.jpg,http://pic.xiami.net/images/artistpic/61/58661/1399190600_3TOE.jpg,http://pic.xiami.net/images/artistpic/61/58661/1399190597_snXZ.jpg,
Jedi Mind Tricks,http://pic.xiami.net/images/artistlogo/34/14724511737234.jpg,http://pic.xiami.net/images/artistpic/52/29952/1471965838_Cbd8.jpg,,
MC Lyte,http://pic.xiami.net/images/artist/19018.jpg,http://pic.xiami.net/images/artistpic/18/19018/1311436912_cQ5E.jpg,http://pic.xiami.net/images/artistpic/18/19018/1311436910_8tM4.jpg,http://pic.xiami.net/images/artistpic/18/19018/1311436910_a7ia.jpg
M.I.A.,http://pic.xiami.net/images/artistlogo/77/14588160896077.jpg,http://pic.xiami.net/images/artistpic/7/43407/1257515169_b4ir.jpg,http://pic.xiami.net/images/artistpic/7/43407/1257515068_83Pd.jpg,http://pic.xiami.net/images/artistpic/7/43407/1257515131_U4Jb.jpg
Fat Joe,http://pic.xiami.net/images/artist/12187015254327.jpg,http://pic.xiami.net/images/artistpic/15/18815/1313131733_W2X5.jpg,http://pic.xiami.net/images/artistpic/15/18815/1313131731_cmwT.jpg,http://pic.xiami.net/images/artistpic/15/18815/1313131731_ulHQ.jpg
Estelle,http://pic.xiami.net/images/artistlogo/94/14573558372494.jpg,http://pic.xiami.net/images/artistpic/3/27003/1269229169_MamL.jpg,http://pic.xiami.net/images/artistpic/3/27003/1298307464_30zK.jpg,http://pic.xiami.net/images/artistpic/3/27003/1298307470_GOxO.jpg
Eve,http://pic.xiami.net/images/artistlogo/11/14036834732511.png,http://pic.xiami.net/images/artistpic/21/35121/1315325312_oejW.jpg,http://pic.xiami.net/images/artistpic/21/35121/1315325296_egkD.jpg,http://pic.xiami.net/images/artistpic/21/35121/1315325301_hurG.jpg
Lil' Kim,http://pic.xiami.net/images/artistlogo/2/14036834728602.png,http://pic.xiami.net/images/artistpic/78/11778/1300206275_bxLw.jpg,http://pic.xiami.net/images/artistpic/78/11778/1300206268_vRlo.jpg,http://pic.xiami.net/images/artistpic/78/11778/1295439791_T6Me.jpg
Shawnna,http://pic.xiami.net/images/artistlogo/58/14010141217658.jpg,http://pic.xiami.net/images/artistpic/74/40174/1401014126_Eip8.jpg,http://pic.xiami.net/images/artistpic/74/40174/1401014124_U1LI.jpg,http://pic.xiami.net/images/artistpic/74/40174/1401014121_xdEw.jpg
Nas,http://pic.xiami.net/images/artist/99/12620791916099.jpg,http://pic.xiami.net/images/artistpic/21/19021/1266650945_jQQw.jpg,http://pic.xiami.net/images/artistpic/21/19021/1266651008_7Vor.jpg,http://pic.xiami.net/images/artistpic/21/19021/1266650965_hc9d.jpg
RZA,http://pic.xiami.net/images/artistlogo/43/14865388222143.jpg,http://pic.xiami.net/images/artistpic/27/18927/1280596136_zpbk.jpg,http://pic.xiami.net/images/artistpic/27/18927/1314597501_Gtit.jpg,http://pic.xiami.net/images/artistpic/27/18927/1314597499_jPVG.jpg
Ak'Sent,http://pic.xiami.net/images/artistlogo/9/12729621376009.jpg,http://pic.xiami.net/images/artistpic/68/74068/1317746359_vsn6.jpg,http://pic.xiami.net/images/artistpic/68/74068/1317746355_LILd.jpg,http://pic.xiami.net/images/artistpic/68/74068/1317746350_U3QD.jpg
Bahamadia,http://pic.xiami.net/images/artistlogo/65/14707990671965.jpg,http://pic.xiami.net/images/artistpic/11/27011/1401600424_SoqC.jpg,http://pic.xiami.net/images/artistpic/11/27011/1401600420_ah6Z.jpg,http://pic.xiami.net/images/artistpic/11/27011/1401600438_lOAD.jpg
DJ Deckstream,http://pic.xiami.net/images/artist/8/12626614432208.jpg,http://pic.xiami.net/images/artistpic/40/69240/1306135575_C74G.jpg,http://pic.xiami.net/images/artistpic/40/69240/1399652166_N7yv.jpg,http://pic.xiami.net/images/artistpic/40/69240/1399652165_S6Za.jpg
OneRepublic,http://pic.xiami.net/images/artistlogo/26/13815584057026.jpg,http://pic.xiami.net/images/artistpic/31/23631/1254652857_Os7r.jpg,http://pic.xiami.net/images/artistpic/31/23631/1254652838_NbMm.jpg,http://pic.xiami.net/images/artistpic/31/23631/1254652825_VGrf.jpg
Deep Side,http://pic.xiami.net/images/artistlogo/4/14213915336404.jpg,http://pic.xiami.net/images/artistpic/72/63172/1296624162_anIS.jpg,http://pic.xiami.net/images/artistpic/72/63172/1296624165_CB6j.gif,http://pic.xiami.net/images/artistpic/72/63172/1338651545_UFla.jpeg
Akon,http://pic.xiami.net/images/artistlogo/57/14581212665357.jpg,http://pic.xiami.net/images/artistpic/29/23529/1244964395_Bs1O.jpg,http://pic.xiami.net/images/artistpic/29/23529/1244964378_hHt8.jpg,http://pic.xiami.net/images/artistpic/29/23529/1244964386_dDoW.jpg
Nelly,http://pic.xiami.net/images/artistlogo/82/13927179328282.jpg,http://pic.xiami.net/images/artistpic/74/24974/1270046940_WeH3.jpg,http://pic.xiami.net/images/artistpic/74/24974/1270046931_cPkF.jpg,http://pic.xiami.net/images/artistpic/74/24974/1270046921_L4wb.jpg
Craig David,http://pic.xiami.net/images/artistlogo/22/15054445302822.jpg,http://pic.xiami.net/images/artistpic/10/22910/1250348083_vJAx.jpg,http://pic.xiami.net/images/artistpic/10/22910/1249968525_aOO6.jpg,http://pic.xiami.net/images/artistpic/10/22910/1250348070_PxRS.jpg
Bobby Tinsley,http://pic.xiami.net/images/artistlogo/42/14213914132742.jpg,http://pic.xiami.net/images/artistpic/63/55763/1251260030_ds3U.jpg,http://pic.xiami.net/images/artistpic/63/55763/1251259994_ZMUw.jpg,
Jay Sean,http://pic.xiami.net/images/artistlogo/79/14588162605279.jpg,http://pic.xiami.net/images/artistpic/19/23419/1256392270_OiVP.jpg,http://pic.xiami.net/images/artistpic/19/23419/1265290524_eWL1.jpg,http://pic.xiami.net/images/artistpic/19/23419/1265290515_hPK1.jpg
顽童MJ116,http://pic.xiami.net/images/artistlogo/64/15065697913364.jpg,http://pic.xiami.net/images/artistpic/72/24072/1294248838_BEnA.jpg,http://pic.xiami.net/images/artistpic/72/24072/1293698615_tq7C.jpg,http://pic.xiami.net/images/artistpic/72/24072/1294248836_1NJL.jpg
Jony J,http://pic.xiami.net/images/artistlogo/34/14277386135534.jpg,http://pic.xiami.net/images/artistpic/13/1427700313/1496137329_MqDG.jpg,http://pic.xiami.net/images/artistpic/13/1427700313/1496137227_bPIy.jpg,http://pic.xiami.net/images/artistpic/13/1427700313/1496137331_wLyn.jpg
张震�?,http://pic.xiami.net/images/artistpic/10/1210/1245073049_vVjB.jpg,http://pic.xiami.net/images/artistpic/10/1210/1244714639_BAKY.jpg,http://pic.xiami.net/images/artistpic/10/1210/1245073040_tDG0.jpg,http://pic.xiami.net/images/artistlogo/96/13980618882996.jpg
辉子,http://pic.xiami.net/images/artistlogo/87/14839629651587.jpg,http://pic.xiami.net/images/artistpic/88/2100006088/1461751621_mFeU.jpg,http://pic.xiami.net/images/artistpic/88/2100006088/1461751615_Ay8I.jpg,http://pic.xiami.net/images/artistpic/88/2100006088/1461751617_I00m.jpg
Dima Bilan,http://pic.xiami.net/images/artistlogo/87/14564738712087.jpg,http://pic.xiami.net/images/artistpic/42/61242/1266971276_Fzhk.jpg,http://pic.xiami.net/images/artistpic/42/61242/1266971248_ZDu3.jpg,http://pic.xiami.net/images/artistpic/42/61242/1266971241_GoAg.jpg
Joey Moe,http://pic.xiami.net/images/artistlogo/72/14213915572572.jpg,http://pic.xiami.net/images/artistpic/76/66776/1265426693_gGt3.jpg,http://pic.xiami.net/images/artistpic/76/66776/1265426684_5tIi.jpg,
Iyaz,http://pic.xiami.net/images/artist/92/12554984806892.jpg,http://pic.xiami.net/images/artistpic/20/66020/1298631083_lhT6.jpg,http://pic.xiami.net/images/artistpic/20/66020/1277470918_9TXI.jpg,http://pic.xiami.net/images/artistpic/20/66020/1277470941_ZupH.jpg
Namy,http://pic.xiami.net/images/artistlogo/99/12930962775899.jpg,http://pic.xiami.net/images/artistpic/4/83904/1343473232_NkhT.jpg,,
DJ OKAWARI,http://pic.xiami.net/images/artistlogo/66/14585427618966.jpg,http://pic.xiami.net/images/artistpic/72/60072/1267284022_0B2f.jpg,http://pic.xiami.net/images/artistpic/72/60072/1267284036_T2dd.jpg,http://pic.xiami.net/images/artistpic/72/60072/1287894998_bze8.jpg
T.I.,http://pic.xiami.net/images/artistlogo/20/14213911473720.jpg,http://pic.xiami.net/images/artistpic/18/19118/1252111222_COaM.jpg,http://pic.xiami.net/images/artistpic/18/19118/1252111138_HsQe.jpg,http://pic.xiami.net/images/artistpic/18/19118/1252111180_JMdU.jpg
Pismo,http://pic.xiami.net/images/artistlogo/72/13142559597772.jpg,,,
Uyama Hiroto,http://pic.xiami.net/images/artistlogo/44/14647647771744.jpg,http://pic.xiami.net/images/artistpic/41/64341/1301376911_FOl2.jpg,http://pic.xiami.net/images/artistpic/41/64341/1335509678_fDZd.jpg,http://pic.xiami.net/images/artistpic/41/64341/1335509523_3lX7.jpg
Cradle Orchestra,http://pic.xiami.net/images/artist/42/12553297996442.jpg,http://pic.xiami.net/images/artistpic/24/65924/1403571949_45CB.jpg,http://pic.xiami.net/images/artistpic/24/65924/1403572325_ZFTe.jpg,
CL,http://pic.xiami.net/images/artistlogo/38/13117351164138.jpg,,,
Otokaze,http://pic.xiami.net/images/artistlogo/2/14115506368602.jpg,http://pic.xiami.net/images/artistpic/0/89100/1336286801_Zxus.gif,http://pic.xiami.net/images/artistpic/0/89100/1336286803_xTIl.jpg,http://pic.xiami.net/images/artistpic/0/89100/1350794467_0XWi.jpg
Valentin,http://pic.xiami.net/images/artistlogo/5/14213915523505.jpg,,,
SMOOTH J,http://pic.xiami.net/images/artist/46/12631955237746.jpg,http://pic.xiami.net/images/artistpic/14/69514/1301398997_2qX4.jpg,http://pic.xiami.net/images/artistpic/14/69514/1358475323_qC23.jpg,http://pic.xiami.net/images/artistpic/14/69514/1358475312_KhGj.jpg
Little West,http://pic.xiami.net/images/artist/31/12524902871531.jpg,,,
Niha,http://pic.xiami.net/images/artistlogo/17/13055135653817.jpg,http://pic.xiami.net/images/artistpic/11/89811/1334161651_5Z4t.jpg,http://pic.xiami.net/images/artistpic/11/89811/1470407106_Sog2.jpg,http://pic.xiami.net/images/artistpic/11/89811/1470407091_h0A1.jpg
Hallo,http://pic.xiami.net/images/artistlogo/71/12746844725471.jpg,http://pic.xiami.net/images/artistpic/85/74785/1373236312_nGG1.jpg,http://pic.xiami.net/images/artistpic/85/74785/1373236769_i12h.jpg,http://pic.xiami.net/images/artistpic/85/74785/1373236314_bHBo.jpg
Cymophane,http://pic.xiami.net/images/artistlogo/18/13329986025718.png,,,
HAZZY,http://pic.xiami.net/images/artist/28/12670694451028.jpg,http://pic.xiami.net/images/artistpic/80/71180/1278739541_lEDH.jpg,,
DJ SLY,http://pic.xiami.net/images/artist/68/12524904614968.jpg,http://pic.xiami.net/images/artistpic/15/64915/1301376792_T0NO.jpg,http://pic.xiami.net/images/artistpic/15/64915/1301376736_9r4D.png,http://pic.xiami.net/images/artistpic/15/64915/1391240336_e4zX.jpg
Kondor,http://pic.xiami.net/images/artistlogo/2/12946542981902.jpg,http://pic.xiami.net/images/artistpic/11/65611/1298393671_QCU7.jpg,http://pic.xiami.net/images/artistpic/11/65611/1298393670_hOTE.jpg,http://pic.xiami.net/images/artistpic/11/65611/1298393676_1EeY.jpg
Capo Productions,http://pic.xiami.net/images/artistlogo/50/14213917197750.jpg,http://pic.xiami.net/images/artistpic/54/95754/1354613012_8IWv.jpg,http://pic.xiami.net/images/artistpic/54/95754/1354613003_HuUZ.jpg,http://pic.xiami.net/images/artistpic/54/95754/1354613022_K6hJ.jpg
Ayur,http://pic.xiami.net/images/artist/50/12513596138550.jpg,http://pic.xiami.net/images/artistpic/1/64401/1372654981_RGN2.jpg,http://pic.xiami.net/images/artistpic/1/64401/1372654987_FBz5.jpg,http://pic.xiami.net/images/artistpic/1/64401/1372654991_6NB6.jpg
DAISHI DANCE,http://pic.xiami.net/images/artist/12375450163970.jpg,http://pic.xiami.net/images/artistpic/45/59145/1280757752_UEtg.jpg,http://pic.xiami.net/images/artistpic/45/59145/1280757734_9IkW.jpg,http://pic.xiami.net/images/artistpic/45/59145/1313254966_hePP.jpg
SubUrban,http://pic.xiami.net/images/artistlogo/12/12722670231012.jpg,,,
Blazo,http://pic.xiami.net/images/artistlogo/78/14213915483378.jpg,http://pic.xiami.net/images/artistpic/22/64722/1296802549_rsP6.jpg,http://pic.xiami.net/images/artistpic/22/64722/1296802527_NrX2.jpg,http://pic.xiami.net/images/artistpic/22/64722/1332005466_lIVI.jpg
Robert de Boron,http://pic.xiami.net/images/artistlogo/42/14604325058742.jpg,http://pic.xiami.net/images/artistpic/26/78926/1330274673_Zv6f.jpg,http://pic.xiami.net/images/artistpic/26/78926/1324812809_jQ1A.jpg,
埋葬,http://pic.xiami.net/images/artistlogo/4/15047153326904.png,http://pic.xiami.net/images/artistpic/42/102842/1443449289_fHyt.png,http://pic.xiami.net/images/artistpic/42/102842/1443449285_RW6b.png,http://pic.xiami.net/images/artistpic/42/102842/1443449288_PYJI.png
Soulostar,http://pic.xiami.net/images/artistlogo/65/13939159154365.jpg,,,
Pax Japonica Groove,http://pic.xiami.net/images/artistlogo/23/14213916065123.jpg,http://pic.xiami.net/images/artistpic/46/72346/1383340519_tpXX.jpg,http://pic.xiami.net/images/artistpic/46/72346/1386720705_8lsi.jpg,http://pic.xiami.net/images/artistpic/46/72346/1386720686_t13y.jpg
Nomak,http://pic.xiami.net/images/artistlogo/70/14504221278570.jpg,http://pic.xiami.net/images/artistpic/5/57705/1503542808_vWxe.jpg,,
南征北战NZBZ,http://pic.xiami.net/images/artistlogo/0/14987967751200.jpg,http://pic.xiami.net/images/artistpic/53/99353/1354325010_tjKy.jpg,http://pic.xiami.net/images/artistpic/53/99353/1354325008_hH85.jpg,http://pic.xiami.net/images/artistpic/53/99353/1354325005_diro.jpg
Kaleo,http://pic.xiami.net/images/artistlogo/60/14049862223860.jpg,,,
ROMANTIC PRODUCTION,http://pic.xiami.net/images/artistlogo/3/12972339633803.jpg,,,
龙井说唱,http://pic.xiami.net/images/artistlogo/89/14411701078889.jpg,http://pic.xiami.net/images/artistpic/69/67969/1275791030_YlOH.jpg,http://pic.xiami.net/images/artistpic/69/67969/1275791015_7m5m.jpg,http://pic.xiami.net/images/artistpic/69/67969/1339302643_WJOK.jpg
Lusrica,http://pic.xiami.net/images/artist/74/12486607546574.jpg,http://pic.xiami.net/images/artistpic/10/62910/1301377233_x4m4.jpg,http://pic.xiami.net/images/artistpic/10/62910/1395748582_wimb.jpg,
Seasons' End,http://pic.xiami.net/images/artistlogo/7/12961168704407.jpg,,,
Anan Ryoko,http://pic.xiami.net/images/artistlogo/3/14257381824003.jpg,http://pic.xiami.net/images/artistpic/8/73308/1323919717_Ezba.jpg,http://pic.xiami.net/images/artistpic/8/73308/1323919715_Rjtp.jpg,http://pic.xiami.net/images/artistpic/8/73308/1323919712_Yya4.jpg
sAr,http://pic.xiami.net/images/artistlogo/70/13024922853070.jpg,http://pic.xiami.net/images/artistpic/94/88494/1334161723_v4Wr.jpg,,
tsunenori,http://pic.xiami.net/images/artistlogo/41/14213915384941.jpg,http://pic.xiami.net/images/artistpic/95/63895/1299931263_ZHkQ.jpg,http://pic.xiami.net/images/artistpic/95/63895/1289030021_d0V1.jpg,http://pic.xiami.net/images/artistpic/95/63895/1299931303_gP3d.jpg
Re:plus,http://pic.xiami.net/images/artistlogo/93/15016641348093.jpg,http://pic.xiami.net/images/artistpic/34/71534/1300955879_WQ28.jpg,http://pic.xiami.net/images/artistpic/34/71534/1321836552_SzRc.jpg,http://pic.xiami.net/images/artistpic/34/71534/1324365453_Xc2c.jpg
Avens,http://pic.xiami.net/images/artistlogo/43/14078312842243.jpg,http://pic.xiami.net/images/artistpic/4/94604/1342759637_zoiH.jpg,http://pic.xiami.net/images/artistpic/4/94604/1355115066_apWL.jpg,http://pic.xiami.net/images/artistpic/4/94604/1401025942_Obfq.png
Raujika,http://pic.xiami.net/images/artistlogo/51/14213916341451.jpg,http://pic.xiami.net/images/artistpic/66/76966/1301627699_VhsK.jpg,http://pic.xiami.net/images/artistpic/66/76966/1499753743_MIds.jpg,http://pic.xiami.net/images/artistpic/66/76966/1504940995_UNv4.jpg
智妍,http://pic.xiami.net/images/artistlogo/83/15018150762883.jpg,http://pic.xiami.net/images/artistpic/11/597801611/1401297401_DIfd.jpg,http://pic.xiami.net/images/artistpic/11/597801611/1401296889_ivQt.jpg,http://pic.xiami.net/images/artistpic/11/597801611/1401297343_XOb9.jpg
Piano Master,http://pic.xiami.net/images/artistlogo/12/12980205578612.jpg,,,
ATB,http://pic.xiami.net/images/artistlogo/31/14169923846031.jpg,http://pic.xiami.net/images/artistpic/86/15286/1280314154_zDu5.jpg,http://pic.xiami.net/images/artistpic/86/15286/1280314137_3BMh.jpg,http://pic.xiami.net/images/artistpic/86/15286/1280314144_TdTO.jpg
Armin van Buuren,http://pic.xiami.net/images/artistlogo/93/14679583095093.jpg,http://pic.xiami.net/images/artistpic/29/28229/1266485555_1Ktf.jpg,http://pic.xiami.net/images/artistpic/29/28229/1266485544_nzTf.jpg,http://pic.xiami.net/images/artistpic/29/28229/1266485509_zC7J.jpg
T-ara,http://pic.xiami.net/images/artistlogo/64/14974313491564.jpg,http://pic.xiami.net/images/artistpic/98/60298/1259912559_Ktry.jpg,http://pic.xiami.net/images/artistpic/98/60298/1281955336_LScw.jpg,http://pic.xiami.net/images/artistpic/98/60298/1281429006_TWAD.jpg
Leessang,http://pic.xiami.net/images/artistlogo/42/14322025042142.jpg,http://pic.xiami.net/images/artistpic/49/32649/1307766382_6CNL.jpg,http://pic.xiami.net/images/artistpic/49/32649/1306335272_e7yR.jpg,http://pic.xiami.net/images/artistpic/49/32649/1377614437_DpYr.jpg
4minute,http://pic.xiami.net/images/artistlogo/75/14647740472275.jpg,http://pic.xiami.net/images/artistpic/93/61693/1251688517_i2mL.jpg,http://pic.xiami.net/images/artistpic/93/61693/1251688532_bMcK.jpg,http://pic.xiami.net/images/artistpic/93/61693/1251688546_o9PU.jpg
佳仁,http://pic.xiami.net/images/artistlogo/81/13488205296881.jpg,http://pic.xiami.net/images/artistpic/31/68531/1282831736_InGz.jpg,http://pic.xiami.net/images/artistpic/31/68531/1294327810_cGbA.jpg,http://pic.xiami.net/images/artistpic/31/68531/1282831823_xvCK.jpg
MC�,http://pic.xiami.net/images/artistpic/82/23482/1259994675_Zh3J.jpg,http://pic.xiami.net/images/artistpic/82/23482/1259994652_V4d7.jpg,http://pic.xiami.net/images/artistpic/82/23482/1259994643_REDf.jpg,http://pic.xiami.net/images/artistlogo/83/14150651314683.jpg
Infected Mushroom,http://pic.xiami.net/images/artistlogo/97/14213911787197.jpg,http://pic.xiami.net/images/artistpic/46/22946/1271774179_bD3I.jpg,http://pic.xiami.net/images/artistpic/46/22946/1271774161_quxM.jpg,http://pic.xiami.net/images/artistpic/46/22946/1271774171_iAko.jpg
Crayon Pop,http://pic.xiami.net/images/artistlogo/11/13922918954011.jpg,http://pic.xiami.net/images/artistpic/70/113970/1343286639_oOGf.png,http://pic.xiami.net/images/artistpic/70/113970/1343286854_2PwQ.jpg,http://pic.xiami.net/images/artistpic/70/113970/1343286926_6eka.jpg
Paul van Dyk,http://pic.xiami.net/images/artistlogo/37/14213910805137.jpg,http://pic.xiami.net/images/artistpic/59/12559/1284293282_vh0y.jpg,http://pic.xiami.net/images/artistpic/59/12559/1282462408_0MkI.jpeg,http://pic.xiami.net/images/artistpic/59/12559/1282462420_GaUW.jpeg
BIGBANG,http://pic.xiami.net/images/artistlogo/30/14337471902230.jpg,http://pic.xiami.net/images/artistpic/72/32172/1249566888_t9y3.gif,http://pic.xiami.net/images/artistpic/72/32172/1249566998_M5P0.jpg,http://pic.xiami.net/images/artistpic/72/32172/1249567035_aL83.gif
Super Junior,http://pic.xiami.net/images/artistlogo/74/15095050015974.jpg,http://pic.xiami.net/images/artistpic/68/23368/1436333346_IedO.jpg,http://pic.xiami.net/images/artistpic/68/23368/1244785646_6JaG.jpg,http://pic.xiami.net/images/artistpic/68/23368/1244785559_EsyE.jpg
Secret,http://pic.xiami.net/images/artistlogo/13/14213915521213.jpg,http://pic.xiami.net/images/artistpic/22/66122/1278300851_ZvOl.jpg,http://pic.xiami.net/images/artistpic/22/66122/1281616198_1YCr.jpg,http://pic.xiami.net/images/artistpic/22/66122/1281616205_j9XK.jpg
deadmau5,http://pic.xiami.net/images/artistlogo/59/14679574507759.jpg,http://pic.xiami.net/images/artistpic/15/54915/1264676121_t9Mo.jpg,http://pic.xiami.net/images/artistpic/15/54915/1264676131_gLok.jpg,http://pic.xiami.net/images/artistpic/15/54915/1282460488_D3XI.jpeg
Girl Friends,http://pic.xiami.net/images/artist/12164543264743.jpg,http://pic.xiami.net/images/artistpic/60/2760/1302337236_5ejL.jpg,http://pic.xiami.net/images/artistpic/60/2760/1302337188_X1TJ.jpg,http://pic.xiami.net/images/artistpic/60/2760/1302337155_3Nug.jpg
DMTN,http://pic.xiami.net/images/artistlogo/50/12833916154550.jpg,http://pic.xiami.net/images/artistpic/85/79385/1283357759_m1eq.jpg,http://pic.xiami.net/images/artistpic/85/79385/1283357772_rVI1.jpg,http://pic.xiami.net/images/artistpic/85/79385/1283357814_Kx2F.jpg
2NE1,http://pic.xiami.net/images/artistlogo/27/13848547822227.jpg,http://pic.xiami.net/images/artistpic/66/60466/1254654878_JF9S.jpg,http://pic.xiami.net/images/artistpic/66/60466/1254654786_AkIF.jpg,http://pic.xiami.net/images/artistpic/66/60466/1254654531_VtxH.jpg
洪景�,http://pic.xiami.net/images/artistpic/47/4647/1331395323_SMDf.jpg,http://pic.xiami.net/images/artistpic/47/4647/1331394804_aVNz.jpg,http://pic.xiami.net/images/artistpic/47/4647/1331394780_onNi.jpg,http://pic.xiami.net/images/artistlogo/95/12979973872295.jpg
SPICA,http://pic.xiami.net/images/artistlogo/62/13266801344662.jpg,http://pic.xiami.net/images/artistpic/21/103621/1333105472_FYn4.jpg,http://pic.xiami.net/images/artistpic/21/103621/1333105475_cxrh.jpg,http://pic.xiami.net/images/artistpic/21/103621/1333105514_YA40.jpg
SHINee,http://pic.xiami.net/images/artistlogo/19/14966512884219.jpg,http://pic.xiami.net/images/artistpic/75/23575/1256364849_yzKG.jpg,http://pic.xiami.net/images/artistpic/75/23575/1256364830_L4r0.jpg,http://pic.xiami.net/images/artistpic/75/23575/1256364876_h8Bs.jpg
Above & Beyond,http://pic.xiami.net/images/artistlogo/54/14876592305854.jpg,http://pic.xiami.net/images/artistpic/93/39593/1281138417_LFQF.jpg,http://pic.xiami.net/images/artistpic/93/39593/1300982000_M1nU.jpg,http://pic.xiami.net/images/artistpic/93/39593/1261893237_wwx5.jpg
Ez-Life,http://pic.xiami.net/images/artistlogo/98/12773621341598.jpg,,,
지누션,http://pic.xiami.net/images/artist/12306244336913.jpg,http://pic.xiami.net/images/artistpic/25/6825/1307172440_GREu.jpg,http://pic.xiami.net/images/artistpic/25/6825/1307172424_aK4m.jpg,http://pic.xiami.net/images/artistpic/25/6825/1307172432_s19j.jpg
