name,picUrl,urlA,urlB,urlC
Lula,http://pic.xiami.net/images/artistlogo/73/13148660252173.jpg,http://pic.xiami.net/images/artistpic/37/55237/1383268882_LWZ9.jpeg,http://pic.xiami.net/images/artistpic/37/55237/1383268892_TG7u.jpg,http://pic.xiami.net/images/artistpic/37/55237/1383268960_NQb8.jpeg
P!nk,http://pic.xiami.net/images/artistlogo/89/15120930505189.jpg,http://pic.xiami.net/images/artistpic/2/15702/1245299315_XViL.jpg,http://pic.xiami.net/images/artistpic/2/15702/1245299302_kDkS.jpg,http://pic.xiami.net/images/artistpic/2/15702/1247828081_mrSP.jpg
Rita Calypso,http://pic.xiami.net/images/artist/12082308613942.jpg,http://pic.xiami.net/images/artistpic/33/23333/1251253757_vgGb.jpg,http://pic.xiami.net/images/artistpic/33/23333/1251253741_Duwb.jpg,http://pic.xiami.net/images/artistpic/33/23333/1320633885_97kL.jpg
周华�,http://pic.xiami.net/images/artistpic/58/1258/1255604070_G9rr.jpg,http://pic.xiami.net/images/artistpic/58/1258/1255604065_Mikj.jpg,http://pic.xiami.net/images/artistpic/58/1258/1255604051_4pbn.jpg,http://pic.xiami.net/images/artistlogo/29/14276956191129.jpg
The Weeknd,http://pic.xiami.net/images/artistlogo/2/14819668804402.jpg,http://pic.xiami.net/images/artistpic/47/88247/1498918808_zcig.png,http://pic.xiami.net/images/artistpic/47/88247/1301641904_kaJ5.jpg,http://pic.xiami.net/images/artistpic/47/88247/1347269376_19FO.jpg
戏班,http://pic.xiami.net/images/artistlogo/53/13772353113653.jpg,http://pic.xiami.net/images/artistpic/64/90064/1411568595_5IPm.jpg,http://pic.xiami.net/images/artistpic/64/90064/1409802193_t6bq.jpg,http://pic.xiami.net/images/artistpic/64/90064/1411568600_XoFZ.jpg
Yuna,http://pic.xiami.net/images/artistlogo/41/13279778656741.jpg,http://pic.xiami.net/images/artistpic/8/103908/1340028794_fpfw.jpg,http://pic.xiami.net/images/artistpic/8/103908/1340028792_UMD8.jpg,http://pic.xiami.net/images/artistpic/8/103908/1340028795_ev6f.jpg
Childish Gambino,http://pic.xiami.net/images/artistlogo/81/14182737181781.jpg,http://pic.xiami.net/images/artistpic/34/89634/1305557562_zUDS.jpg,http://pic.xiami.net/images/artistpic/34/89634/1402309107_2WFV.jpg,http://pic.xiami.net/images/artistpic/34/89634/1402311211_SGwB.jpg
Mario,http://pic.xiami.net/images/artist/12144721957568.jpg,http://pic.xiami.net/images/artistpic/55/23955/1290820403_SMFT.jpg,http://pic.xiami.net/images/artistpic/55/23955/1290820612_Ve0R.jpg,http://pic.xiami.net/images/artistpic/55/23955/1290820564_eQAL.jpg
KNK,http://pic.xiami.net/images/artistlogo/68/15005417592268.jpg,,,
MOBB,http://pic.xiami.net/images/artistlogo/47/14734104556747.jpg,http://pic.xiami.net/images/artistpic/73/2103334173/1473410730_JkB4.jpg,http://pic.xiami.net/images/artistpic/73/2103334173/1473410731_hygo.jpg,http://pic.xiami.net/images/artistpic/73/2103334173/1473410734_hkWQ.jpg
New Edition,http://pic.xiami.net/images/artist/12208643697299.jpg,http://pic.xiami.net/images/artistpic/76/11676/1396514918_Grtl.png,http://pic.xiami.net/images/artistpic/76/11676/1396514921_VJer.jpg,http://pic.xiami.net/images/artistpic/76/11676/1396514916_TGyN.jpg
Bobby Womack,http://pic.xiami.net/images/artist/12184446401067.jpg,http://pic.xiami.net/images/artistpic/45/11745/1311557187_FSpy.jpg,http://pic.xiami.net/images/artistpic/45/11745/1311557888_uv2Q.jpg,http://pic.xiami.net/images/artistpic/45/11745/1311557294_XN8h.jpg
Verse Simmonds,http://pic.xiami.net/images/artistlogo/55/13161565272255.jpg,,,
Whitney Houston,http://pic.xiami.net/images/artistlogo/61/15084638784861.jpg,http://pic.xiami.net/images/artistpic/27/11627/1246608312_mCF9.jpg,http://pic.xiami.net/images/artistpic/27/11627/1246608292_NRNe.jpg,http://pic.xiami.net/images/artistpic/27/11627/1246608182_aQEn.jpg
Young M.A,http://pic.xiami.net/images/artistlogo/38/14734916996138.jpg,http://pic.xiami.net/images/artistpic/73/2103334273/1474753218_5JzA.jpg,http://pic.xiami.net/images/artistpic/73/2103334273/1474753264_1u8Z.jpg,http://pic.xiami.net/images/artistpic/73/2103334273/1474753211_yEFH.jpg
Migos,http://pic.xiami.net/images/artistlogo/19/14915321058919.jpg,http://pic.xiami.net/images/artistpic/17/79300717/1398159215_dVKX.jpg,http://pic.xiami.net/images/artistpic/17/79300717/1398159219_00FJ.jpg,http://pic.xiami.net/images/artistpic/17/79300717/1398159221_7TQA.jpg
Honey Cocaine,http://pic.xiami.net/images/artistlogo/88/13982370564988.png,http://pic.xiami.net/images/artistpic/60/166787860/1398158952_faeF.png,http://pic.xiami.net/images/artistpic/60/166787860/1398158947_4YrM.png,http://pic.xiami.net/images/artistpic/60/166787860/1449218305_ouJo.jpg
Jeff Bernat,http://pic.xiami.net/images/artistlogo/90/14213909753890.jpg,http://pic.xiami.net/images/artistpic/1/102801/1386158483_4JZe.jpg,http://pic.xiami.net/images/artistpic/1/102801/1386158511_GJJQ.jpg,http://pic.xiami.net/images/artistpic/1/102801/1397716419_RGjb.jpg
Allday,http://pic.xiami.net/images/artistlogo/67/14774652348467.jpg,http://pic.xiami.net/images/artistpic/22/107918522/1476007738_epg2.jpg,http://pic.xiami.net/images/artistpic/22/107918522/1475668714_0LTn.png,http://pic.xiami.net/images/artistpic/22/107918522/1476087138_jFqC.jpg
$uicideboy$,http://pic.xiami.net/images/artistlogo/10/14383242053210.jpg,http://pic.xiami.net/images/artistpic/62/2099978262/1459697385_cS9M.jpeg,http://pic.xiami.net/images/artistpic/62/2099978262/1459697386_RgZ9.jpg,http://pic.xiami.net/images/artistpic/62/2099978262/1459697389_9D6r.jpg
EZRA,http://pic.xiami.net/images/artistlogo/21/14533595757721.jpg,,,
TroyBoi,http://pic.xiami.net/images/artistlogo/77/14426530621677.png,http://pic.xiami.net/images/artistpic/77/1787589177/1392814872_7Ajs.jpg,http://pic.xiami.net/images/artistpic/77/1787589177/1392814879_OfPJ.jpg,http://pic.xiami.net/images/artistpic/77/1787589177/1392814875_CySv.jpg
Logic,http://pic.xiami.net/images/artistlogo/30/14194777813330.png,http://pic.xiami.net/images/artistpic/75/1100043175/1419482347_rLQ7.jpg,http://pic.xiami.net/images/artistpic/75/1100043175/1419482351_AoTZ.jpg,http://pic.xiami.net/images/artistpic/75/1100043175/1419482342_1rtr.jpg
IAMNOBODI,http://pic.xiami.net/images/artistlogo/71/14695154197271.jpg,http://pic.xiami.net/images/artistpic/7/1994175207/1394990517_ccXM.jpg,http://pic.xiami.net/images/artistpic/7/1994175207/1396919940_JtHV.png,http://pic.xiami.net/images/artistpic/7/1994175207/1394990394_Yi3C.jpg
Roy Woods,http://pic.xiami.net/images/artistlogo/30/14387449206830.png,http://pic.xiami.net/images/artistpic/5/2099978805/1471139617_zLHU.jpg,http://pic.xiami.net/images/artistpic/5/2099978805/1471139625_DlgL.jpg,http://pic.xiami.net/images/artistpic/5/2099978805/1471139612_u87u.jpg
Anderson .Paak,http://pic.xiami.net/images/artistlogo/87/14930200367787.jpg,http://pic.xiami.net/images/artistpic/46/2100001446/1448447200_YIjU.jpg,http://pic.xiami.net/images/artistpic/46/2100001446/1452433322_khys.jpg,http://pic.xiami.net/images/artistpic/46/2100001446/1475408913_ogKq.jpg
Iamsu!,http://pic.xiami.net/images/artistlogo/16/13759283131516.jpg,,,
The Dream,http://pic.xiami.net/images/artistlogo/77/13758412877677.png,,,
Justine Skye,http://pic.xiami.net/images/artistlogo/96/14065978215496.jpg,http://pic.xiami.net/images/artistpic/22/1906597822/1423634899_1cTm.jpg,http://pic.xiami.net/images/artistpic/22/1906597822/1423634893_fsE4.jpg,http://pic.xiami.net/images/artistpic/22/1906597822/1423634895_jOBW.jpg
Luke Nasty,http://pic.xiami.net/images/artistlogo/61/14563669313261.jpg,,,
Roku,http://pic.xiami.net/images/artistlogo/92/13534724575592.jpg,http://pic.xiami.net/images/artistpic/86/121986/1464359750_qtjQ.jpg,,
Yellow Claw,http://pic.xiami.net/images/artistlogo/70/14115376155170.jpg,http://pic.xiami.net/images/artistpic/65/1186058865/1392815376_8vd4.jpg,http://pic.xiami.net/images/artistpic/65/1186058865/1392815097_fBsI.jpg,http://pic.xiami.net/images/artistpic/65/1186058865/1392815405_XMSs.jpg
HDBeenDope,http://pic.xiami.net/images/artistlogo/92/14254375126992.jpg,http://pic.xiami.net/images/artistpic/12/1725437512/1446529835_VFPC.jpeg,http://pic.xiami.net/images/artistpic/12/1725437512/1446529825_hnA6.jpg,
Freddie Joachim,http://pic.xiami.net/images/artistlogo/90/14685717658990.jpg,http://pic.xiami.net/images/artistpic/46/57646/1315384937_vG7Z.jpg,http://pic.xiami.net/images/artistpic/46/57646/1315384937_j6n2.jpg,http://pic.xiami.net/images/artistpic/46/57646/1384394442_SFFv.jpg
The Antidotes,http://pic.xiami.net/images/artistlogo/24/13213273852524.jpg,http://pic.xiami.net/images/artistpic/33/100133/1411713942_Op7l.jpg,http://pic.xiami.net/images/artistpic/33/100133/1411713959_bJsm.jpg,http://pic.xiami.net/images/artistpic/33/100133/1411713937_mNZv.jpg
Jazzin Park,http://pic.xiami.net/images/artist/42/12456597553842.jpg,,,
CHIHIRO,http://pic.xiami.net/images/artistlogo/18/14990727825618.jpg,http://pic.xiami.net/images/artistpic/70/63270/1249385034_ZHYB.jpg,http://pic.xiami.net/images/artistpic/70/63270/1249865037_twhs.jpg,http://pic.xiami.net/images/artistpic/70/63270/1317034131_R8W8.jpg
中塚�?http://pic.xiami.net/images/artistpic/68/71568/1302321096_ocGn.jpg,,http://pic.xiami.net/images/artistpic/68/71568/1302321089_VLnr.jpg,http://pic.xiami.net/images/artistpic/68/71568/1302321091_BkRM.jpg,http://pic.xiami.net/images/artist/51/12677589515451.jpg
Salyu,http://pic.xiami.net/images/artistlogo/7/13861438885407.jpg,http://pic.xiami.net/images/artistpic/88/6888/1250832953_qg5U.jpg,http://pic.xiami.net/images/artistpic/88/6888/1250832966_2IGm.png,
Vic Mensa,http://pic.xiami.net/images/artistlogo/18/14012099238118.jpg,http://pic.xiami.net/images/artistpic/23/1701209923/1427921711_Mi5I.jpg,http://pic.xiami.net/images/artistpic/23/1701209923/1428981859_Z7kE.png,http://pic.xiami.net/images/artistpic/23/1701209923/1427921722_26Io.jpg
Atomic Kitten,http://pic.xiami.net/images/artistlogo/17/14581217271117.jpg,http://pic.xiami.net/images/artistpic/64/23464/1292496657_lg2p.jpg,http://pic.xiami.net/images/artistpic/64/23464/1292585506_gve7.jpg,http://pic.xiami.net/images/artistpic/64/23464/1292585512_82oH.jpg
Lil' Eddie,http://pic.xiami.net/images/artistlogo/45/14213912376145.jpg,http://pic.xiami.net/images/artistpic/91/23991/1284811553_maYc.jpg,http://pic.xiami.net/images/artistpic/91/23991/1284811690_Pwsr.jpg,http://pic.xiami.net/images/artistpic/91/23991/1284811784_4RL1.jpg
Melanie C,http://pic.xiami.net/images/artist/12374475305035.jpg,http://pic.xiami.net/images/artistpic/47/37747/1244924304_Eud2.jpg,http://pic.xiami.net/images/artistpic/47/37747/1251260493_997E.jpg,http://pic.xiami.net/images/artistpic/47/37747/1322367651_oL18.png
Louie,http://pic.xiami.net/images/artistlogo/19/15029410583019.jpg,,,
Michael Jackson,http://pic.xiami.net/images/artistlogo/16/13775716006616.jpg,http://pic.xiami.net/images/artistpic/34/11634/1244708544_EsyE.jpg,http://pic.xiami.net/images/artistpic/34/11634/1417974442_YgPk.jpg,http://pic.xiami.net/images/artistpic/34/11634/1244711234_Rd8c.jpg
Zion.T,http://pic.xiami.net/images/artistlogo/67/13777580843067.jpg,http://pic.xiami.net/images/artistpic/35/89435/1359794107_Rqwd.png,http://pic.xiami.net/images/artistpic/35/89435/1359794117_AvpH.png,http://pic.xiami.net/images/artistpic/35/89435/1359794111_ULxT.png
Bumkey,http://pic.xiami.net/images/artistlogo/66/13946225274066.jpg,http://pic.xiami.net/images/artistpic/83/570337183/1381522382_cNoY.jpg,http://pic.xiami.net/images/artistpic/83/570337183/1382796460_y0Ib.jpg,http://pic.xiami.net/images/artistpic/83/570337183/1381522379_gmTC.png
리듬파워,http://pic.xiami.net/images/artistlogo/13/13361117506113.jpg,,,
P-Type,http://pic.xiami.net/images/artistlogo/57/13843361451557.jpg,,,
Double K,http://pic.xiami.net/images/artistlogo/73/14930030441073.jpg,http://pic.xiami.net/images/artistpic/13/57413/1381089724_2YBr.jpg,http://pic.xiami.net/images/artistpic/13/57413/1394691058_4m62.jpg,
Jaicko,http://pic.xiami.net/images/artistlogo/47/12930084768047.jpg,http://pic.xiami.net/images/artistpic/33/75233/1292994886_ZAM9.png,http://pic.xiami.net/images/artistpic/33/75233/1292994933_flfR.png,http://pic.xiami.net/images/artistpic/33/75233/1292994960_1ARg.jpg
Qwala,http://pic.xiami.net/images/artistlogo/16/13369824127316.jpg,,,
문엄�?,,http://pic.xiami.net/images/artistpic/80/114580/1390835431_QhRn.jpg,http://pic.xiami.net/images/artistpic/80/114580/1390835423_ubGA.jpg,http://pic.xiami.net/images/artistlogo/96/13783805353596.jpg
노을,http://pic.xiami.net/images/artist/45/12523907554945.jpg,http://pic.xiami.net/images/artistpic/13/64813/1320495548_UFfx.jpg,http://pic.xiami.net/images/artistpic/13/64813/1320495553_Glcv.jpg,http://pic.xiami.net/images/artistpic/13/64813/1321331642_hGX0.jpg
Lumen,http://pic.xiami.net/images/artistlogo/9/13742017107409.jpg,,,
郑仁,http://pic.xiami.net/images/artistlogo/84/14313377306784.jpg,http://pic.xiami.net/images/artistpic/67/71867/1332812247_JPpw.jpg,,
X-Teen,http://pic.xiami.net/images/artistlogo/84/13754131425884.jpg,,,
Wiz Khalifa,http://pic.xiami.net/images/artistlogo/8/14968270263108.jpg,http://pic.xiami.net/images/artistpic/53/49053/1297718514_7oUY.png,http://pic.xiami.net/images/artistpic/53/49053/1297933558_Qxrg.jpg,http://pic.xiami.net/images/artistpic/53/49053/1348212590_9yD8.jpg
王嘉�?,,,,http://pic.xiami.net/images/artistlogo/58/15119349658058.jpg
陈冠�?http://pic.xiami.net/images/artistpic/80/80/1251118105_bz5r.jpg,,http://pic.xiami.net/images/artistpic/80/80/1251178119_uS0S.jpg,http://pic.xiami.net/images/artistpic/80/80/1251118207_4ty7.jpg,http://pic.xiami.net/images/artistlogo/86/13875296158486.png
T-Pain,http://pic.xiami.net/images/artistlogo/20/14213913627120.jpg,http://pic.xiami.net/images/artistpic/95/39795/1280713013_zcXZ.jpg,http://pic.xiami.net/images/artistpic/95/39795/1280712986_2ncZ.jpg,http://pic.xiami.net/images/artistpic/95/39795/1289527788_ZDji.jpg
C-BLOCK,http://pic.xiami.net/images/artistlogo/37/13980952436637.jpg,http://pic.xiami.net/images/artistpic/29/62429/1395470370_6P4U.jpg,http://pic.xiami.net/images/artistpic/29/62429/1346495889_d05L.jpg,http://pic.xiami.net/images/artistpic/29/62429/1395470368_n0pI.jpg
Wu-Tang Clan,http://pic.xiami.net/images/artist/12187097258842.jpg,http://pic.xiami.net/images/artistpic/96/11796/1309628966_cwtJ.jpg,http://pic.xiami.net/images/artistpic/96/11796/1309628962_FqEM.jpg,http://pic.xiami.net/images/artistpic/96/11796/1309628966_sh9i.jpg
DMX,http://pic.xiami.net/images/artist/12185335081316.jpg,http://pic.xiami.net/images/artistpic/65/11765/1280965382_YImW.jpg,http://pic.xiami.net/images/artistpic/65/11765/1285957949_33Tw.jpg,http://pic.xiami.net/images/artistpic/65/11765/1280965301_4Gs2.jpg
N.W.A,http://pic.xiami.net/images/artist/12187073288696.jpg,http://pic.xiami.net/images/artistpic/84/11784/1291212297_3SSG.jpg,http://pic.xiami.net/images/artistpic/84/11784/1291212263_cJUA.jpg,http://pic.xiami.net/images/artistpic/84/11784/1291212366_jBBw.jpg
LhoU,http://pic.xiami.net/images/artistlogo/93/13463087032693.jpg,,,
Pianoboy,http://pic.xiami.net/images/artistlogo/69/14462292735569.jpg,http://pic.xiami.net/images/artistpic/7/58507/1251733324_6X24.jpg,http://pic.xiami.net/images/artistpic/7/58507/1269014765_dw1c.jpg,http://pic.xiami.net/images/artistpic/7/58507/1300430054_qcGJ.jpg
The Notorious B.I.G.,http://pic.xiami.net/images/artist/11783.jpg,http://pic.xiami.net/images/artistpic/83/11783/1355388240_OkhL.jpg,http://pic.xiami.net/images/artistpic/83/11783/1355388276_vOjx.jpg,http://pic.xiami.net/images/artistpic/83/11783/1283044637_Is8K.jpg
Baby Bash,http://pic.xiami.net/images/artist/12318992692000.jpg,http://pic.xiami.net/images/artistpic/49/57649/1290831779_AIrn.jpg,http://pic.xiami.net/images/artistpic/49/57649/1290831823_wmse.jpg,http://pic.xiami.net/images/artistpic/49/57649/1290831830_XVhv.jpg
Dom Mino',http://pic.xiami.net/images/artist/13/12508331813313.jpg,http://pic.xiami.net/images/artistpic/97/64197/1327412599_c8dg.jpg,http://pic.xiami.net/images/artistpic/97/64197/1315954813_f7oO.jpg,http://pic.xiami.net/images/artistpic/97/64197/1315954810_WAJn.jpg
Dem Franchize Boyz,http://pic.xiami.net/images/artist/img88/37488/p60838mioqf.jpg,http://pic.xiami.net/images/artistpic/88/37488/1301301940_BKtf.jpg,http://pic.xiami.net/images/artistpic/88/37488/1301301848_msMK.jpg,
The Sugarhill Gang,http://pic.xiami.net/images/artistlogo/13/13984151125913.jpg,http://pic.xiami.net/images/artistpic/92/11792/1398409479_qzjT.jpg,http://pic.xiami.net/images/artistpic/92/11792/1398409486_GBmg.jpg,http://pic.xiami.net/images/artistpic/92/11792/1398409478_hNE6.jpg
Weaver,http://pic.xiami.net/images/artistlogo/25/13448472214425.jpg,,,
Gang Starr,http://pic.xiami.net/images/artistlogo/1/14829973108501.jpg,http://pic.xiami.net/images/artistpic/98/18998/1317426389_QS5r.jpg,http://pic.xiami.net/images/artistpic/98/18998/1281434443_VTm5.jpg,http://pic.xiami.net/images/artistpic/98/18998/1311735475_wVXc.jpeg
Geo,http://pic.xiami.net/images/artistlogo/38/13615003564638.jpg,,,
Tech N9ne,http://pic.xiami.net/images/artistlogo/24/14915628217524.jpg,http://pic.xiami.net/images/artistpic/46/50346/1297343860_e9gF.jpg,http://pic.xiami.net/images/artistpic/46/50346/1311034014_3dfp.jpg,http://pic.xiami.net/images/artistpic/46/50346/1311033468_eRLE.jpg
Lords of the Underground,http://pic.xiami.net/images/artistlogo/64/14877535261264.jpg,http://pic.xiami.net/images/artistpic/13/19013/1295871039_IxIV.jpg,http://pic.xiami.net/images/artistpic/13/19013/1295871042_ns4b.jpg,http://pic.xiami.net/images/artistpic/13/19013/1295871089_pYcG.jpg
Snoop Dogg,http://pic.xiami.net/images/artistlogo/77/14604430834277.jpg,http://pic.xiami.net/images/artistpic/91/11791/1257303762_zlSP.jpg,http://pic.xiami.net/images/artistpic/91/11791/1257137056_ggRZ.jpg,http://pic.xiami.net/images/artistpic/91/11791/1257136286_n0EI.jpg
The Wanted,http://pic.xiami.net/images/artistlogo/46/13940967792946.jpg,http://pic.xiami.net/images/artistpic/35/77535/1280201061_hLq9.png,http://pic.xiami.net/images/artistpic/35/77535/1280201038_CYrP.png,http://pic.xiami.net/images/artistpic/35/77535/1280201109_7J36.png
Sara Bareilles,http://pic.xiami.net/images/artistlogo/56/13926344235956.jpg,http://pic.xiami.net/images/artistpic/40/31840/1259312901_sGIC.jpg,http://pic.xiami.net/images/artistpic/40/31840/1259312765_NuWc.jpg,http://pic.xiami.net/images/artistpic/40/31840/1259235419_n8yn.jpg
Kiesza,http://pic.xiami.net/images/artistlogo/36/14047194401336.png,http://pic.xiami.net/images/artistpic/49/76249/1398076410_mouX.png,http://pic.xiami.net/images/artistpic/49/76249/1398076394_lDxK.png,http://pic.xiami.net/images/artistpic/49/76249/1398076427_21Uf.png
Skylar Grey,http://pic.xiami.net/images/artistlogo/33/13857182473633.jpg,http://pic.xiami.net/images/artistpic/85/36285/1268654080_5drI.jpg,http://pic.xiami.net/images/artistpic/85/36285/1268654173_Y5vD.jpg,http://pic.xiami.net/images/artistpic/85/36285/1373517439_dpFZ.jpg
Shakira,http://pic.xiami.net/images/artistlogo/65/13941767762665.jpg,http://pic.xiami.net/images/artistpic/34/21634/1247878234_9eC6.jpg,http://pic.xiami.net/images/artistpic/34/21634/1247879026_LQ4m.jpg,http://pic.xiami.net/images/artistpic/34/21634/1247879007_dSgr.jpg
Sharon Doorson,http://pic.xiami.net/images/artistlogo/46/13510437783646.jpg,http://pic.xiami.net/images/artistpic/45/120245/1382379616_A0k9.png,http://pic.xiami.net/images/artistpic/45/120245/1382379617_kis4.png,http://pic.xiami.net/images/artistpic/45/120245/1382379449_fe71.png
Alexandra Stan,http://pic.xiami.net/images/artistlogo/25/13735393516625.png,http://pic.xiami.net/images/artistpic/52/90252/1314758419_rO30.jpg,http://pic.xiami.net/images/artistpic/52/90252/1323343857_QCiJ.jpg,http://pic.xiami.net/images/artistpic/52/90252/1323343856_ivxY.jpg
Kylie Minogue,http://pic.xiami.net/images/artistlogo/42/14152527353942.jpg,http://pic.xiami.net/images/artistpic/24/14824/1245167665_VpZh.jpg,http://pic.xiami.net/images/artistpic/24/14824/1245167525_xyKr.jpg,http://pic.xiami.net/images/artistpic/24/14824/1245167377_oaoC.jpg
The Saturdays,http://pic.xiami.net/images/artistlogo/0/14213914167600.jpg,http://pic.xiami.net/images/artistpic/9/55809/1247474031_8BlJ.jpg,http://pic.xiami.net/images/artistpic/9/55809/1247474013_EE3Z.jpg,http://pic.xiami.net/images/artistpic/9/55809/1315567830_Ex8t.jpg
The Ting Tings,http://pic.xiami.net/images/artistlogo/84/14213912345584.jpg,http://pic.xiami.net/images/artistpic/66/23966/1247554519_lypn.jpg,http://pic.xiami.net/images/artistpic/66/23966/1247554526_M22n.jpg,http://pic.xiami.net/images/artistpic/66/23966/1247554537_EmdD.jpg
Jamelia,http://pic.xiami.net/images/artist/12384760053694.jpg,http://pic.xiami.net/images/artistpic/55/39555/1253354711_Pdp9.jpg,http://pic.xiami.net/images/artistpic/55/39555/1253354841_ujEl.jpg,http://pic.xiami.net/images/artistpic/55/39555/1253354742_lwVS.jpg
KAZAKY,http://pic.xiami.net/images/artistlogo/87/13173541448887.png,http://pic.xiami.net/images/artistpic/23/86423/1298634924_nmrX.jpg,http://pic.xiami.net/images/artistpic/23/86423/1298634935_k5Tb.jpg,http://pic.xiami.net/images/artistpic/23/86423/1298634805_ieyS.jpg
Wale,http://pic.xiami.net/images/artistlogo/69/15131301845869.jpg,http://pic.xiami.net/images/artistpic/16/65416/1298518408_1MBz.jpg,http://pic.xiami.net/images/artistpic/16/65416/1298965980_WP6t.jpg,http://pic.xiami.net/images/artistpic/16/65416/1325486671_UmhU.jpg
Various Artists,http://pic.xiami.net/images/artistlogo/33/13517382586833.jpg,http://pic.xiami.net/images/artistpic/58/23258/1265256975_T0Z5.jpg,http://pic.xiami.net/images/artistpic/58/23258/1280806213_tj3H.jpg,http://pic.xiami.net/images/artistpic/58/23258/1284203750_XH4X.jpg
Elton John,http://pic.xiami.net/images/artistlogo/75/13790638208575.jpg,http://pic.xiami.net/images/artistpic/85/10285/1282436636_zlzD.jpg,http://pic.xiami.net/images/artistpic/85/10285/1358834206_moBa.jpg,http://pic.xiami.net/images/artistpic/85/10285/1349187906_Lmys.jpg
Vampire Weekend,http://pic.xiami.net/images/artistlogo/45/14223469313545.jpg,http://pic.xiami.net/images/artistpic/61/31061/1253057282_zD4M.jpg,http://pic.xiami.net/images/artistpic/61/31061/1255689950_qCjn.jpg,http://pic.xiami.net/images/artistpic/61/31061/1255689769_wRFb.jpg
India.Arie,http://pic.xiami.net/images/artist/12186266755608.jpg,http://pic.xiami.net/images/artistpic/76/19176/1300539806_t0Zq.jpg,http://pic.xiami.net/images/artistpic/76/19176/1300539803_fhXa.jpg,http://pic.xiami.net/images/artistpic/76/19176/1435138579_OU9S.jpg
Tamia,http://pic.xiami.net/images/artistlogo/23/14906726391523.png,http://pic.xiami.net/images/artistpic/68/35068/1256443862_BMJD.jpg,http://pic.xiami.net/images/artistpic/68/35068/1288453900_D6sX.jpg,http://pic.xiami.net/images/artistpic/68/35068/1316146307_9wft.jpg
Lisa Shaw,http://pic.xiami.net/images/artistlogo/17/14950138881017.jpg,http://pic.xiami.net/images/artistpic/56/63356/1340271023_giJq.jpg,http://pic.xiami.net/images/artistpic/56/63356/1303979378_Ky1l.jpg,http://pic.xiami.net/images/artistpic/56/63356/1303979300_sls9.jpg
Pretty Lights,http://pic.xiami.net/images/artist/38/12681180348038.jpg,http://pic.xiami.net/images/artistpic/75/71675/1301040259_nbhb.jpg,http://pic.xiami.net/images/artistpic/75/71675/1301040307_xxi3.jpg,http://pic.xiami.net/images/artistpic/75/71675/1301040292_p78e.jpg
EXO,http://pic.xiami.net/images/artistlogo/83/14653739681983.jpg,http://pic.xiami.net/images/artistpic/41/102841/1333038946_ZQKa.jpg,http://pic.xiami.net/images/artistpic/41/102841/1333038896_WOZE.jpg,http://pic.xiami.net/images/artistpic/41/102841/1333000062_L73u.jpg
伯贤,http://pic.xiami.net/images/artistlogo/68/15130455518468.jpg,http://pic.xiami.net/images/artistpic/34/1312906134/1428738851_10LZ.jpg,http://pic.xiami.net/images/artistpic/34/1312906134/1428827084_qd52.jpg,http://pic.xiami.net/images/artistpic/34/1312906134/1428644996_Nlna.jpg
EXO-M,http://pic.xiami.net/images/artistlogo/25/14598439862925.jpg,http://pic.xiami.net/images/artistpic/85/801419985/1472562294_cEYj.jpg,http://pic.xiami.net/images/artistpic/85/801419985/1469105476_DL1o.jpg,http://pic.xiami.net/images/artistpic/85/801419985/1469105511_PSIS.jpg
Slim Thug,http://pic.xiami.net/images/artist/12264704921127.jpg,http://pic.xiami.net/images/artistpic/84/32284/1310920652_K9m9.jpg,http://pic.xiami.net/images/artistpic/84/32284/1310920654_IlSl.jpg,http://pic.xiami.net/images/artistpic/84/32284/1310920651_zQjd.jpg
V,http://pic.xiami.net/images/artistlogo/37/14498148291237.jpg,http://pic.xiami.net/images/artistpic/96/2100002996/1489917159_Ffrk.jpeg,http://pic.xiami.net/images/artistpic/96/2100002996/1489917125_8xsn.jpeg,http://pic.xiami.net/images/artistpic/96/2100002996/1490009621_cut0.jpeg
SUGA,http://pic.xiami.net/images/artistlogo/73/14449986655673.jpg,http://pic.xiami.net/images/artistpic/0/2099993500/1489912757_xpER.jpeg,http://pic.xiami.net/images/artistpic/0/2099993500/1490788753_aXBo.jpeg,http://pic.xiami.net/images/artistpic/0/2099993500/1490788679_rkpq.jpeg
The 49ers + ZDW!?,http://pic.xiami.net/images/artistlogo/79/13164141952079.jpg,http://pic.xiami.net/images/artistpic/18/96918/1396499948_SMIa.jpg,,
Master Class,http://pic.xiami.net/images/artistlogo/15/13166794248915.jpg,,,
银临,http://pic.xiami.net/images/artistlogo/17/14750567532017.jpg,http://pic.xiami.net/images/artistpic/31/272044931/1457937380_lzNs.jpeg,http://pic.xiami.net/images/artistpic/31/272044931/1457937377_zI4x.jpg,http://pic.xiami.net/images/artistpic/31/272044931/1457937375_l1A8.jpg
柾国,http://pic.xiami.net/images/artistlogo/4/14181120501804.jpg,http://pic.xiami.net/images/artistpic/51/518112051/1489912889_1CXZ.jpeg,http://pic.xiami.net/images/artistpic/51/518112051/1490009799_Bmvj.jpeg,http://pic.xiami.net/images/artistpic/51/518112051/1490007878_U031.jpeg
Jason Chu,http://pic.xiami.net/images/artistlogo/24/13692760021924.jpg,,,
Iris,http://pic.xiami.net/images/artistlogo/75/13384429947075.jpg,http://pic.xiami.net/images/artistpic/38/37938/1338442994_VXBR.jpg,,
